,alpha,beta,K,M,accuracy
2832,8,4,30,10,0.008281125412917189
2833,8,4,30,20,0.008291377150017086
2834,8,4,30,30,0.008299350723317006
2835,8,4,30,40,0.00830504613281695
2836,8,4,30,50,0.008306185214716938
2837,8,4,30,60,0.00830504613281695
2838,8,4,30,70,0.008322132361316778
2839,8,4,30,80,0.008323271443216767
2840,8,4,40,10,0.008275430003417246
2841,8,4,40,20,0.008281125412917189
2842,8,4,40,30,0.008293655313817063
2843,8,4,40,40,0.008302767969016972
2844,8,4,40,50,0.008303907050916961
2845,8,4,40,60,0.008301628887116984
2846,8,4,40,70,0.008318715115616812
2847,8,4,40,80,0.008319854197516801
2848,8,4,50,10,0.00826403918441736
2849,8,4,50,20,0.008268595512017314
2850,8,4,50,30,0.008281125412917189
2851,8,4,50,40,0.008290238068117097
2852,8,4,50,50,0.008291377150017086
2853,8,4,50,60,0.00828909898621711
2854,8,4,50,70,0.008306185214716938
2855,8,4,50,80,0.008307324296616927
2856,8,4,60,10,0.008225310399817746
2857,8,4,60,20,0.008231005809317689
2858,8,4,60,30,0.008244674792117553
2859,8,4,60,40,0.008251509283517484
2860,8,4,60,50,0.008252648365417474
2861,8,4,60,60,0.008250370201617497
2862,8,4,60,70,0.008267456430117327
2863,8,4,60,80,0.008268595512017314
2864,8,4,70,10,0.008212780498917872
2865,8,4,70,20,0.008217336826517827
2866,8,4,70,30,0.008229866727417701
2867,8,4,70,40,0.008236701218817633
2868,8,4,70,50,0.00823784030071762
2869,8,4,70,60,0.008235562136917644
2870,8,4,70,70,0.008252648365417474
2871,8,4,70,80,0.008253787447317463
2872,8,4,80,10,0.008211641417017882
2873,8,4,80,20,0.008217336826517827
2874,8,4,80,30,0.008229866727417701
2875,8,4,80,40,0.00823784030071762
2876,8,4,80,50,0.00823784030071762
2877,8,4,80,60,0.008236701218817633
2878,8,4,80,70,0.008252648365417474
2879,8,4,80,80,0.008253787447317463
2880,8,5,10,10,0.009634354710103656
2881,8,5,10,20,0.009651440938603486
2882,8,5,10,30,0.009661692675703383
2883,8,5,10,40,0.00966510992140335
2884,8,5,10,50,0.009666249003303339
2885,8,5,10,60,0.009666249003303339
2886,8,5,10,70,0.009682196149903179
2887,8,5,10,80,0.009666249003303339
2888,8,5,20,10,0.008249231119717508
2889,8,5,20,20,0.00825492652921745
2890,8,5,20,30,0.008262900102517371
2891,8,5,20,40,0.008266317348217337
2892,8,5,20,50,0.008267456430117327
2893,8,5,20,60,0.008266317348217337
2894,8,5,20,70,0.008282264494817178
2895,8,5,20,80,0.008266317348217337
2896,8,5,30,10,0.008299350723317006
2897,8,5,30,20,0.008299350723317006
2898,8,5,30,30,0.008306185214716938
2899,8,5,30,40,0.008309602460416904
2900,8,5,30,50,0.008310741542316893
2901,8,5,30,60,0.008309602460416904
2902,8,5,30,70,0.008325549607016744
2903,8,5,30,80,0.008309602460416904
2904,8,5,40,10,0.008294794395717052
2905,8,5,40,20,0.008293655313817063
2906,8,5,40,30,0.008302767969016972
2907,8,5,40,40,0.00830504613281695
2908,8,5,40,50,0.008306185214716938
2909,8,5,40,60,0.008306185214716938
2910,8,5,40,70,0.008322132361316778
2911,8,5,40,80,0.008306185214716938
2912,8,5,50,10,0.008283403576717165
2913,8,5,50,20,0.008281125412917189
2914,8,5,50,30,0.008290238068117097
2915,8,5,50,40,0.008292516231917076
2916,8,5,50,50,0.008293655313817063
2917,8,5,50,60,0.008293655313817063
2918,8,5,50,70,0.008309602460416904
2919,8,5,50,80,0.008293655313817063
2920,8,5,60,10,0.008245813874017542
2921,8,5,60,20,0.008243535710217565
2922,8,5,60,30,0.008251509283517484
2923,8,5,60,40,0.008253787447317463
2924,8,5,60,50,0.00825492652921745
2925,8,5,60,60,0.00825492652921745
2926,8,5,60,70,0.00827087367581729
2927,8,5,60,80,0.00825492652921745
2928,8,5,70,10,0.008232144891217678
2929,8,5,70,20,0.008228727645517712
2930,8,5,70,30,0.008236701218817633
2931,8,5,70,40,0.00823897938261761
2932,8,5,70,50,0.0082401184645176
2933,8,5,70,60,0.0082401184645176
2934,8,5,70,70,0.00825492652921745
2935,8,5,70,80,0.00823897938261761
2936,8,5,80,10,0.00823784030071762
2937,8,5,80,20,0.008228727645517712
2938,8,5,80,30,0.008236701218817633
2939,8,5,80,40,0.0082401184645176
2940,8,5,80,50,0.008241257546417587
2941,8,5,80,60,0.008241257546417587
2942,8,5,80,70,0.00825606561111744
2943,8,5,80,80,0.0082401184645176
2944,8,6,10,10,0.009674222576603258
2945,8,6,10,20,0.009659414511903407
2946,8,6,10,30,0.009661692675703383
2947,8,6,10,40,0.00966510992140335
2948,8,6,10,50,0.00966510992140335
2949,8,6,10,60,0.00966510992140335
2950,8,6,10,70,0.00966510992140335
2951,8,6,10,80,0.009666249003303339
2952,8,6,20,10,0.008277708167217223
2953,8,6,20,20,0.008261761020617382
2954,8,6,20,30,0.00826403918441736
2955,8,6,20,40,0.008265178266317348
2956,8,6,20,50,0.008265178266317348
2957,8,6,20,60,0.008265178266317348
2958,8,6,20,70,0.008265178266317348
2959,8,6,20,80,0.008266317348217337
2960,8,6,30,10,0.008322132361316778
2961,8,6,30,20,0.008306185214716938
2962,8,6,30,30,0.008308463378516914
2963,8,6,30,40,0.008308463378516914
2964,8,6,30,50,0.008309602460416904
2965,8,6,30,60,0.008308463378516914
2966,8,6,30,70,0.008308463378516914
2967,8,6,30,80,0.008310741542316893
2968,8,6,40,10,0.008315297869916846
2969,8,6,40,20,0.008301628887116984
2970,8,6,40,30,0.008303907050916961
2971,8,6,40,40,0.00830504613281695
2972,8,6,40,50,0.008306185214716938
2973,8,6,40,60,0.00830504613281695
2974,8,6,40,70,0.00830504613281695
2975,8,6,40,80,0.008307324296616927
2976,8,6,50,10,0.008303907050916961
2977,8,6,50,20,0.00828909898621711
2978,8,6,50,30,0.008291377150017086
2979,8,6,50,40,0.008292516231917076
2980,8,6,50,50,0.008293655313817063
2981,8,6,50,60,0.008292516231917076
2982,8,6,50,70,0.008292516231917076
2983,8,6,50,80,0.008294794395717052
2984,8,6,60,10,0.008265178266317348
2985,8,6,60,20,0.008250370201617497
2986,8,6,60,30,0.008252648365417474
2987,8,6,60,40,0.008253787447317463
2988,8,6,60,50,0.00825492652921745
2989,8,6,60,60,0.008253787447317463
2990,8,6,60,70,0.008253787447317463
2991,8,6,60,80,0.00825606561111744
2992,8,6,70,10,0.008250370201617497
2993,8,6,70,20,0.008234423055017655
2994,8,6,70,30,0.008236701218817633
2995,8,6,70,40,0.00823784030071762
2996,8,6,70,50,0.00823897938261761
2997,8,6,70,60,0.00823784030071762
2998,8,6,70,70,0.00823784030071762
2999,8,6,70,80,0.0082401184645176
3000,8,6,80,10,0.008249231119717508
3001,8,6,80,20,0.008234423055017655
3002,8,6,80,30,0.008236701218817633
3003,8,6,80,40,0.00823897938261761
3004,8,6,80,50,0.0082401184645176
3005,8,6,80,60,0.00823897938261761
3006,8,6,80,70,0.00823897938261761
3007,8,6,80,80,0.008241257546417587
3008,8,7,10,10,0.009678778904203213
3009,8,7,10,20,0.00966397083950336
3010,8,7,10,30,0.00966397083950336
3011,8,7,10,40,0.00966510992140335
3012,8,7,10,50,0.00966510992140335
3013,8,7,10,60,0.00966510992140335
3014,8,7,10,70,0.00966510992140335
3015,8,7,10,80,0.009666249003303339
3016,8,7,20,10,0.008281125412917189
3017,8,7,20,20,0.008266317348217337
3018,8,7,20,30,0.008265178266317348
3019,8,7,20,40,0.008266317348217337
3020,8,7,20,50,0.008266317348217337
3021,8,7,20,60,0.008265178266317348
3022,8,7,20,70,0.008265178266317348
3023,8,7,20,80,0.008266317348217337
3024,8,7,30,10,0.008325549607016744
3025,8,7,30,20,0.008310741542316893
3026,8,7,30,30,0.008309602460416904
3027,8,7,30,40,0.008310741542316893
3028,8,7,30,50,0.008310741542316893
3029,8,7,30,60,0.008309602460416904
3030,8,7,30,70,0.008309602460416904
3031,8,7,30,80,0.008310741542316893
3032,8,7,40,10,0.008319854197516801
3033,8,7,40,20,0.008306185214716938
3034,8,7,40,30,0.00830504613281695
3035,8,7,40,40,0.008306185214716938
3036,8,7,40,50,0.008306185214716938
3037,8,7,40,60,0.008306185214716938
3038,8,7,40,70,0.008306185214716938
3039,8,7,40,80,0.008307324296616927
3040,8,7,50,10,0.008308463378516914
3041,8,7,50,20,0.008293655313817063
3042,8,7,50,30,0.008292516231917076
3043,8,7,50,40,0.008293655313817063
3044,8,7,50,50,0.008293655313817063
3045,8,7,50,60,0.008293655313817063
3046,8,7,50,70,0.008293655313817063
3047,8,7,50,80,0.008294794395717052
3048,8,7,60,10,0.008268595512017314
3049,8,7,60,20,0.00825492652921745
3050,8,7,60,30,0.008253787447317463
3051,8,7,60,40,0.00825492652921745
3052,8,7,60,50,0.00825492652921745
3053,8,7,60,60,0.00825492652921745
3054,8,7,60,70,0.00825492652921745
3055,8,7,60,80,0.00825606561111744
3056,8,7,70,10,0.008253787447317463
3057,8,7,70,20,0.00823897938261761
3058,8,7,70,30,0.00823784030071762
3059,8,7,70,40,0.00823897938261761
3060,8,7,70,50,0.00823897938261761
3061,8,7,70,60,0.00823897938261761
3062,8,7,70,70,0.00823897938261761
3063,8,7,70,80,0.0082401184645176
3064,8,7,80,10,0.008252648365417474
3065,8,7,80,20,0.00823897938261761
3066,8,7,80,30,0.00823897938261761
3067,8,7,80,40,0.0082401184645176
3068,8,7,80,50,0.0082401184645176
3069,8,7,80,60,0.0082401184645176
3070,8,7,80,70,0.0082401184645176
3071,8,7,80,80,0.008241257546417587
3072,8,8,10,10,0.0096799179861032
3073,8,8,10,20,0.009666249003303339
3074,8,8,10,30,0.009666249003303339
3075,8,8,10,40,0.009666249003303339
3076,8,8,10,50,0.00966510992140335
3077,8,8,10,60,0.00966510992140335
3078,8,8,10,70,0.00966510992140335
3079,8,8,10,80,0.009666249003303339
3080,8,8,20,10,0.008282264494817178
3081,8,8,20,20,0.008267456430117327
3082,8,8,20,30,0.008267456430117327
3083,8,8,20,40,0.008267456430117327
3084,8,8,20,50,0.008266317348217337
3085,8,8,20,60,0.008265178266317348
3086,8,8,20,70,0.008266317348217337
3087,8,8,20,80,0.008266317348217337
3088,8,8,30,10,0.008326688688916733
3089,8,8,30,20,0.00831188062421688
3090,8,8,30,30,0.00831188062421688
3091,8,8,30,40,0.00831188062421688
3092,8,8,30,50,0.008310741542316893
3093,8,8,30,60,0.008309602460416904
3094,8,8,30,70,0.008310741542316893
3095,8,8,30,80,0.008310741542316893
3096,8,8,40,10,0.008322132361316778
3097,8,8,40,20,0.008307324296616927
3098,8,8,40,30,0.008307324296616927
3099,8,8,40,40,0.008307324296616927
3100,8,8,40,50,0.008306185214716938
3101,8,8,40,60,0.008306185214716938
3102,8,8,40,70,0.008306185214716938
3103,8,8,40,80,0.008307324296616927
3104,8,8,50,10,0.008309602460416904
3105,8,8,50,20,0.008294794395717052
3106,8,8,50,30,0.008294794395717052
3107,8,8,50,40,0.008294794395717052
3108,8,8,50,50,0.008293655313817063
3109,8,8,50,60,0.008293655313817063
3110,8,8,50,70,0.008293655313817063
3111,8,8,50,80,0.008294794395717052
3112,8,8,60,10,0.00827087367581729
3113,8,8,60,20,0.00825606561111744
3114,8,8,60,30,0.00825606561111744
3115,8,8,60,40,0.00825606561111744
3116,8,8,60,50,0.00825492652921745
3117,8,8,60,60,0.00825492652921745
3118,8,8,60,70,0.00825492652921745
3119,8,8,60,80,0.00825606561111744
3120,8,8,70,10,0.00825492652921745
3121,8,8,70,20,0.0082401184645176
3122,8,8,70,30,0.0082401184645176
3123,8,8,70,40,0.0082401184645176
3124,8,8,70,50,0.00823897938261761
3125,8,8,70,60,0.00823897938261761
3126,8,8,70,70,0.00823897938261761
3127,8,8,70,80,0.0082401184645176
3128,8,8,80,10,0.00825606561111744
3129,8,8,80,20,0.008241257546417587
3130,8,8,80,30,0.008241257546417587
3131,8,8,80,40,0.008241257546417587
3132,8,8,80,50,0.0082401184645176
3133,8,8,80,60,0.0082401184645176
3134,8,8,80,70,0.0082401184645176
3135,8,8,80,80,0.008241257546417587
